chemin, classe, classe_LOC, classe_CLOC, classe_DC, WMC, classe_BC
data.jfreechart-master.src.main.java.org.jfree.chart,Drawable.java,43,37,0.8604651162790697,0,0.8604651162790697
data.jfreechart-master.src.main.java.org.jfree.chart.encoders,EncoderUtil.java,178,125,0.702247191011236,17,0.04130865829477859
data.jfreechart-master.src.main.java.org.jfree.chart.encoders,ImageEncoder.java,95,82,0.8631578947368421,0,0.8631578947368421
data.jfreechart-master.src.main.java.org.jfree.chart.encoders,ImageEncoderFactory.java,143,91,0.6363636363636364,15,0.04242424242424243
data.jfreechart-master.src.main.java.org.jfree.chart.encoders,ImageFormat.java,52,46,0.8846153846153846,1,0.8846153846153846
data.jfreechart-master.src.main.java.org.jfree.chart.encoders,SunJPEGEncoderAdapter.java,156,97,0.6217948717948718,2,0.3108974358974359
data.jfreechart-master.src.main.java.org.jfree.chart.encoders,SunPNGEncoderAdapter.java,117,81,0.6923076923076923,1,0.6923076923076923
data.jfreechart-master.src.main.java.org.jfree.chart.entity,AxisEntity.java,191,112,0.5863874345549738,10,0.058638743455497376
data.jfreechart-master.src.main.java.org.jfree.chart.entity,CategoryItemEntity.java,175,110,0.6285714285714286,6,0.10476190476190476
data.jfreechart-master.src.main.java.org.jfree.chart.entity,CategoryLabelEntity.java,117,72,0.6153846153846154,4,0.15384615384615385
data.jfreechart-master.src.main.java.org.jfree.chart.entity,ChartEntity.java,371,190,0.5121293800539084,20,0.02560646900269542
data.jfreechart-master.src.main.java.org.jfree.chart.entity,EntityCollection.java,95,82,0.8631578947368421,0,0.8631578947368421
data.jfreechart-master.src.main.java.org.jfree.chart.entity,FlowEntity.java,104,66,0.6346153846153846,3,0.21153846153846154
data.jfreechart-master.src.main.java.org.jfree.chart.entity,JFreeChartEntity.java,190,111,0.5842105263157895,10,0.05842105263157895
data.jfreechart-master.src.main.java.org.jfree.chart.entity,LegendItemEntity.java,154,98,0.6363636363636364,6,0.10606060606060606
data.jfreechart-master.src.main.java.org.jfree.chart.entity,NodeEntity.java,88,65,0.7386363636363636,1,0.7386363636363636
data.jfreechart-master.src.main.java.org.jfree.chart.entity,PieSectionEntity.java,211,130,0.6161137440758294,7,0.08801624915368991
data.jfreechart-master.src.main.java.org.jfree.chart.entity,PlotEntity.java,190,111,0.5842105263157895,10,0.05842105263157895
data.jfreechart-master.src.main.java.org.jfree.chart.entity,StandardEntityCollection.java,190,104,0.5473684210526316,7,0.07819548872180451
data.jfreechart-master.src.main.java.org.jfree.chart.entity,TickLabelEntity.java,57,47,0.8245614035087719,1,0.8245614035087719
data.jfreechart-master.src.main.java.org.jfree.chart.entity,TitleEntity.java,190,111,0.5842105263157895,10,0.05842105263157895
data.jfreechart-master.src.main.java.org.jfree.chart.entity,XYAnnotationEntity.java,101,66,0.6534653465346535,5,0.1306930693069307
data.jfreechart-master.src.main.java.org.jfree.chart.entity,XYItemEntity.java,153,97,0.6339869281045751,5,0.12679738562091503
data.jfreechart-master.src.main.java.org.jfree.chart.event,AnnotationChangeEvent.java,66,52,0.7878787878787878,1,0.7878787878787878
data.jfreechart-master.src.main.java.org.jfree.chart.event,AnnotationChangeListener.java,50,44,0.88,0,0.88
data.jfreechart-master.src.main.java.org.jfree.chart.event,AxisChangeEvent.java,62,51,0.8225806451612904,1,0.8225806451612904
data.jfreechart-master.src.main.java.org.jfree.chart.event,AxisChangeListener.java,55,50,0.9090909090909091,0,0.9090909090909091
data.jfreechart-master.src.main.java.org.jfree.chart.event,ChartChangeEvent.java,115,81,0.7043478260869566,1,0.7043478260869566
data.jfreechart-master.src.main.java.org.jfree.chart.event,ChartChangeEventType.java,47,41,0.8723404255319149,0,0.8723404255319149
data.jfreechart-master.src.main.java.org.jfree.chart.event,ChartChangeListener.java,52,47,0.9038461538461539,0,0.9038461538461539
data.jfreechart-master.src.main.java.org.jfree.chart.event,ChartProgressEvent.java,115,80,0.6956521739130435,1,0.6956521739130435
data.jfreechart-master.src.main.java.org.jfree.chart.event,ChartProgressEventType.java,45,40,0.8888888888888888,0,0.8888888888888888
data.jfreechart-master.src.main.java.org.jfree.chart.event,ChartProgressListener.java,49,44,0.8979591836734694,0,0.8979591836734694
data.jfreechart-master.src.main.java.org.jfree.chart.event,MarkerChangeEvent.java,63,52,0.8253968253968254,1,0.8253968253968254
data.jfreechart-master.src.main.java.org.jfree.chart.event,MarkerChangeListener.java,50,44,0.88,0,0.88
data.jfreechart-master.src.main.java.org.jfree.chart.event,PlotChangeEvent.java,64,52,0.8125,1,0.8125
data.jfreechart-master.src.main.java.org.jfree.chart.event,PlotChangeListener.java,50,45,0.9,0,0.9
data.jfreechart-master.src.main.java.org.jfree.chart.event,RendererChangeEvent.java,87,68,0.7816091954022989,1,0.7816091954022989
data.jfreechart-master.src.main.java.org.jfree.chart.event,RendererChangeListener.java,49,44,0.8979591836734694,0,0.8979591836734694
data.jfreechart-master.src.main.java.org.jfree.chart.event,TitleChangeEvent.java,61,49,0.8032786885245902,1,0.8032786885245902
data.jfreechart-master.src.main.java.org.jfree.chart.event,TitleChangeListener.java,50,45,0.9,0,0.9
data.jfreechart-master.src.main.java.org.jfree.chart.imagemap,DynamicDriveToolTipTagFragmentGenerator.java,86,66,0.7674418604651163,1,0.7674418604651163
data.jfreechart-master.src.main.java.org.jfree.chart.imagemap,ImageMapUtils.java,239,116,0.48535564853556484,17,0.028550332266797932
data.jfreechart-master.src.main.java.org.jfree.chart.imagemap,OverLIBToolTipTagFragmentGenerator.java,69,56,0.8115942028985508,1,0.8115942028985508
data.jfreechart-master.src.main.java.org.jfree.chart.imagemap,StandardToolTipTagFragmentGenerator.java,65,53,0.8153846153846154,1,0.8153846153846154
data.jfreechart-master.src.main.java.org.jfree.chart.imagemap,StandardURLTagFragmentGenerator.java,66,55,0.8333333333333334,1,0.8333333333333334
data.jfreechart-master.src.main.java.org.jfree.chart.imagemap,ToolTipTagFragmentGenerator.java,61,57,0.9344262295081968,0,0.9344262295081968
data.jfreechart-master.src.main.java.org.jfree.chart.imagemap,URLTagFragmentGenerator.java,62,54,0.8709677419354839,0,0.8709677419354839
data.jfreechart-master.src.main.java.org.jfree.chart.internal,Args.java,114,80,0.7017543859649122,6,0.11695906432748537
data.jfreechart-master.src.main.java.org.jfree.chart.internal,ArrayUtils.java,188,82,0.43617021276595747,26,0.016775777414075287
data.jfreechart-master.src.main.java.org.jfree.chart.internal,CloneUtils.java,174,85,0.4885057471264368,11,0.044409613375130615
data.jfreechart-master.src.main.java.org.jfree.chart.internal,HashUtils.java,192,127,0.6614583333333334,6,0.11024305555555557
data.jfreechart-master.src.main.java.org.jfree.chart.internal,LineUtils.java,151,68,0.4503311258278146,16,0.028145695364238412
data.jfreechart-master.src.main.java.org.jfree.chart.internal,PaintUtils.java,201,84,0.417910447761194,25,0.01671641791044776
data.jfreechart-master.src.main.java.org.jfree.chart.internal,SerialUtils.java,634,221,0.34858044164037855,57,0.006115446344568044
data.jfreechart-master.src.main.java.org.jfree.chart.internal,ShapeUtils.java,489,227,0.46421267893660534,37,0.012546288619908252
data.jfreechart-master.src.main.java.org.jfree.chart,JFreeChart.java,1504,727,0.4833776595744681,112,0.004315871960486322
data.jfreechart-master.src.main.java.org.jfree.chart.labels,AbstractCategoryItemLabelGenerator.java,286,151,0.527972027972028,23,0.02295530556400122
data.jfreechart-master.src.main.java.org.jfree.chart.labels,AbstractPieItemLabelGenerator.java,213,110,0.5164319248826291,16,0.03227699530516432
data.jfreechart-master.src.main.java.org.jfree.chart.labels,AbstractXYItemLabelGenerator.java,315,160,0.5079365079365079,33,0.01539201539201539
data.jfreechart-master.src.main.java.org.jfree.chart.labels,BoxAndWhiskerToolTipGenerator.java,133,81,0.6090225563909775,15,0.0406015037593985
data.jfreechart-master.src.main.java.org.jfree.chart.labels,BoxAndWhiskerXYToolTipGenerator.java,142,85,0.5985915492957746,14,0.04275653923541247
data.jfreechart-master.src.main.java.org.jfree.chart.labels,BubbleXYItemLabelGenerator.java,242,127,0.5247933884297521,21,0.024990161353797717
data.jfreechart-master.src.main.java.org.jfree.chart.labels,CategoryItemLabelGenerator.java,77,70,0.9090909090909091,0,0.9090909090909091
data.jfreechart-master.src.main.java.org.jfree.chart.labels,CategorySeriesLabelGenerator.java,56,51,0.9107142857142857,0,0.9107142857142857
data.jfreechart-master.src.main.java.org.jfree.chart.labels,CategoryToolTipGenerator.java,61,56,0.9180327868852459,0,0.9180327868852459
data.jfreechart-master.src.main.java.org.jfree.chart.labels,CrosshairLabelGenerator.java,50,45,0.9,0,0.9
data.jfreechart-master.src.main.java.org.jfree.chart.labels,CustomXYToolTipGenerator.java,169,92,0.5443786982248521,11,0.04948897256589564
data.jfreechart-master.src.main.java.org.jfree.chart.labels,FlowLabelGenerator.java,54,48,0.8888888888888888,0,0.8888888888888888
data.jfreechart-master.src.main.java.org.jfree.chart.labels,HighLowItemLabelGenerator.java,198,93,0.4696969696969697,20,0.023484848484848487
data.jfreechart-master.src.main.java.org.jfree.chart.labels,IntervalCategoryItemLabelGenerator.java,122,68,0.5573770491803278,16,0.03483606557377049
data.jfreechart-master.src.main.java.org.jfree.chart.labels,IntervalCategoryToolTipGenerator.java,141,77,0.5460992907801419,18,0.03033884948778566
data.jfreechart-master.src.main.java.org.jfree.chart.labels,IntervalXYItemLabelGenerator.java,247,119,0.4817813765182186,32,0.015055668016194332
data.jfreechart-master.src.main.java.org.jfree.chart.labels,IntervalXYToolTipGenerator.java,243,119,0.4897119341563786,32,0.015303497942386831
data.jfreechart-master.src.main.java.org.jfree.chart.labels,ItemLabelAnchor.java,92,64,0.6956521739130435,0,0.6956521739130435
data.jfreechart-master.src.main.java.org.jfree.chart.labels,ItemLabelPosition.java,170,94,0.5529411764705883,7,0.07899159663865547
data.jfreechart-master.src.main.java.org.jfree.chart.labels,MultipleXYSeriesLabelGenerator.java,212,100,0.4716981132075472,18,0.02620545073375262
data.jfreechart-master.src.main.java.org.jfree.chart.labels,PieSectionLabelGenerator.java,85,74,0.8705882352941177,0,0.8705882352941177
data.jfreechart-master.src.main.java.org.jfree.chart.labels,PieToolTipGenerator.java,54,49,0.9074074074074074,0,0.9074074074074074
data.jfreechart-master.src.main.java.org.jfree.chart.labels,StandardCategoryItemLabelGenerator.java,133,86,0.6466165413533834,9,0.07184628237259816
data.jfreechart-master.src.main.java.org.jfree.chart.labels,StandardCategorySeriesLabelGenerator.java,144,87,0.6041666666666666,10,0.06041666666666666
data.jfreechart-master.src.main.java.org.jfree.chart.labels,StandardCategoryToolTipGenerator.java,119,76,0.6386554621848739,7,0.09123649459783913
data.jfreechart-master.src.main.java.org.jfree.chart.labels,StandardCrosshairLabelGenerator.java,137,80,0.583941605839416,7,0.08342022940563086
data.jfreechart-master.src.main.java.org.jfree.chart.labels,StandardFlowLabelGenerator.java,115,68,0.591304347826087,6,0.09855072463768116
data.jfreechart-master.src.main.java.org.jfree.chart.labels,StandardPieSectionLabelGenerator.java,230,145,0.6304347826086957,4,0.15760869565217392
data.jfreechart-master.src.main.java.org.jfree.chart.labels,StandardPieToolTipGenerator.java,129,92,0.7131782945736435,1,0.7131782945736435
data.jfreechart-master.src.main.java.org.jfree.chart.labels,StandardXYItemLabelGenerator.java,173,115,0.6647398843930635,13,0.051133837261004886
data.jfreechart-master.src.main.java.org.jfree.chart.labels,StandardXYSeriesLabelGenerator.java,151,93,0.6158940397350994,11,0.055990367248645395
data.jfreechart-master.src.main.java.org.jfree.chart.labels,StandardXYToolTipGenerator.java,174,115,0.6609195402298851,11,0.06008359456635319
data.jfreechart-master.src.main.java.org.jfree.chart.labels,StandardXYZToolTipGenerator.java,231,122,0.5281385281385281,21,0.025149453720882294
data.jfreechart-master.src.main.java.org.jfree.chart.labels,SymbolicXYItemLabelGenerator.java,156,87,0.5576923076923077,7,0.07967032967032968
data.jfreechart-master.src.main.java.org.jfree.chart.labels,XYItemLabelGenerator.java,54,49,0.9074074074074074,0,0.9074074074074074
data.jfreechart-master.src.main.java.org.jfree.chart.labels,XYSeriesLabelGenerator.java,57,52,0.9122807017543859,0,0.9122807017543859
data.jfreechart-master.src.main.java.org.jfree.chart.labels,XYToolTipGenerator.java,53,48,0.9056603773584906,0,0.9056603773584906
data.jfreechart-master.src.main.java.org.jfree.chart.labels,XYZToolTipGenerator.java,53,48,0.9056603773584906,0,0.9056603773584906
data.jfreechart-master.src.main.java.org.jfree.chart.legend,LegendGraphic.java,683,349,0.5109809663250366,49,0.010428182986225238
data.jfreechart-master.src.main.java.org.jfree.chart.legend,LegendItem.java,983,539,0.5483214649033571,42,0.013055272973889455
data.jfreechart-master.src.main.java.org.jfree.chart.legend,LegendItemBlockContainer.java,170,101,0.5941176470588235,3,0.1980392156862745
data.jfreechart-master.src.main.java.org.jfree.chart.legend,LegendItemCollection.java,142,86,0.6056338028169014,4,0.15140845070422534
data.jfreechart-master.src.main.java.org.jfree.chart.legend,LegendItemSource.java,50,45,0.9,0,0.9
data.jfreechart-master.src.main.java.org.jfree.chart.legend,LegendRenderingOrder.java,45,40,0.8888888888888888,0,0.8888888888888888
data.jfreechart-master.src.main.java.org.jfree.chart.legend,LegendTitle.java,617,270,0.4376012965964344,42,0.010419078490391295
data.jfreechart-master.src.main.java.org.jfree.chart.legend,PaintScaleLegend.java,662,271,0.4093655589123867,56,0.0073100992662926195
data.jfreechart-master.src.main.java.org.jfree.chart.plot,CategoryCrosshairState.java,157,93,0.5923566878980892,7,0.08462238398544131
data.jfreechart-master.src.main.java.org.jfree.chart.plot,CategoryMarker.java,174,105,0.603448275862069,8,0.07543103448275862
data.jfreechart-master.src.main.java.org.jfree.chart.plot,CategoryPlot.java,4523,2110,0.4665045323900066,414,0.0011268225420048468
data.jfreechart-master.src.main.java.org.jfree.chart.plot,CenterTextMode.java,47,41,0.8723404255319149,0,0.8723404255319149
data.jfreechart-master.src.main.java.org.jfree.chart.plot,CombinedDomainCategoryPlot.java,613,255,0.4159869494290375,58,0.007172188783259268
